Name,Asset Serial Number,Make,Model,Odometer,Odometer unit of measure,Odometer Last Reported Time,Sample Meter,Hour meter unit of measure,Sample Date,Fluid Sample,Lab report number,Lifetime Energy Generated Value,Service Meter Unit,Lifetime Energy Generated Timestamp,Lifetime Fuel Consumed Value,Service Meter Unit,Lifetime Fuel Consumed Timestamp,Severity,Recommendation,Odometer Value,Service Meter Unit,Odometer Timestamp,Hours Value,Service Meter Unit,Analysis Date,Last Known Location,Last Known Location Last Reported Time
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,MOTOR,U330-54123-2038,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Monitor Compartment,"Os altos valores de oxidação (superaquecimento) e sulfatação indicam degradação do óleo e podem gerar desgaste. Verificar na inspeção diária aumento da temperatura de operação. Na próxima revisão verificar eficiência do sistema de arrefecimento, extensão do período de troca do óleo, verificar sistema de injeção, sopro no cárter e qualidade do combustível utilizado.  Coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-06T01:48:21-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,SISTEMA HIDRÁULICO,U330-54123-2040,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-06T01:49:27-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,DIFERENCIAL CENTRAL,U330-54123-2045,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro e Cobre associado aos traços de limalhas ferrosas podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar os resultados das verificações anteriores para melhor acompanhamento.",,,,0.0,h,2024-05-06T01:53:54-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,DIFERENCIAL DIANTEIRO,U330-54123-2039,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-06T01:49:11-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,TRANSMISSÃO PS,U330-54123-2044,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-06T01:53:03-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,CAIXA TRANSFERENCIA,U330-54123-2041,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,No Action Required,"Nível normal de desgaste.   Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar as horas do componente para melhor acompanhamento.",,,,0.0,h,2024-05-06T01:21:29-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F TRAS ESQ,U330-54123-2042,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Monitor Compartment,"Os teores de Silício e Alumínio sinalizam entrada de poeira que pode ocasionar desgaste em engrenagens, evidenciado pelo teor de Ferro.  Verificar na inspeção diária danos nas vedações e ruídos anormais.  Na próxima revisão verificar presença de limalhas.  Trocar o óleo e coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar os resultados das verificações anteriores para melhor acompanhamento.",,,,0.0,h,2024-05-03T06:23:25-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F CENT ESQ,U330-54123-2047,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-03T06:25:19-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F TRAS DIR,U330-54123-2049,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Monitor Compartment,O teor de Ferro pode indicar desgaste em engrenagens. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,0.0,h,2024-05-07T00:56:41-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F DIANT DIR,U330-54123-2037,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-03T06:22:26-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F DIANT ESQ,U330-54123-2048,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-03T06:25:42-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,COMANDO F CENT DIR,U330-54123-2046,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Action Required,"Os teores de Ferro, Alumínio e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-03T06:25:04-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
060-002,3F300703,CAT,730,31596.0318419,mi,2024-05-19T14:15:24-06:00,7697.8244915880005,h,2024-04-19T00:00Z,DIFERENCIAL TRASEIRO,U330-54123-2043,,,,40247.848053862006,usGal,2024-05-19T14:15:24-06:00,Monitor Compartment,"Os teores de Silício e Alumínio sinalizam entrada de poeira que pode ocasionar desgaste em engrenagens, evidenciado pelo teor de Ferro.  Verificar na inspeção diária danos nas vedações e ruídos anormais.  Na próxima revisão verificar presença de limalhas.  Trocar o óleo e coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-05-03T06:24:19-06:00,"Itaituba, Brazil 68180",2024-05-20T03:34:33-06:00
